Location,Latitude,Longitude,Country,County,Reported Location,Crash ID,Crash Date,Year,Month,Crash Time,Quarter of the day,Crash Type,Severity,Pedestrians,Pedestrian Casualties
"-35.316134, 149.142378",-35.316134,149.142378,"Australian Capital Territory, Eyre Street, Kingston 2604, Australia", Kingston 2604,EYRE/JARDINE INTERSECTION,1099082,11/11/2014,2014,November,17:45,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.204811, 149.037593",-35.204811,149.037593,"Australian Capital Territory, Geeves Court, Charnwood 2615, Australia", Charnwood 2615,GEEVES/TILLYARD INTERSECTION,1111676,28/05/2015,2015,May,22:00,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.277541, 149.131012",-35.277541,149.131012,"Australian Capital Territory, Bunda Street, City 2601, Australia", City 2601,BUNDA STREET (MURULLA -> MORT),1102211,09/01/2015,2015,January,10:15,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.382106, 149.05122",-35.382106,149.05122,"Boddington Crescent after Barritt Street, Australian Capital Territory, Boddington Crescent, Kambah 2902, Australia", Kambah 2902,BODDINGTON CRESCENT (CARLETON -> BARRITT),1100879,17/12/2014,2014,December,17:00,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.252302, 149.131099",-35.252302,149.131099,"Australian Capital Territory, Goodwin Street, Lyneham 2602, Australia", Lyneham 2602,GOODWIN/MURDOCH INTERSECTION,1032861,11/04/2012,2012,April,15:10,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.311696, 149.132712",-35.311696,149.132712,"National Circuit after Sydney Avenue, Australian Capital Territory, National Circuit, Barton 2600, Australia", Barton 2600,NATIONAL CIRCUIT (SYDNEY -> BOURKE),1212032,23/07/2019,2019,July,08:30,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.278621, 149.131116",-35.278621,149.131116,"Australian Capital Territory, 140-180 City Walk, City 2601, Australia", City 2601,CITY WALK (ALINGA / EAST / MORT -> GAREMA),1212214,07/05/2019,2019,May,14:40,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.357941, 149.097166",-35.357941,149.097166,"Mawson Primary School, Australian Capital Territory, Ainsworth Street, Mawson 2607, Australia", Mawson 2607,AINSWORTH STREET (COLBECK -> AINSWORTH),1083966,14/03/2014,2014,March,08:30,Morning,Struck pedestrian (Off Road),Property Damage Only,1,0
"-35.251237, 149.124908",-35.251237,149.124908,"Australian Capital Territory, Brigalow Street, Lyneham 2602, Australia", Lyneham 2602,BRIGALOW STREET (LONGSTAFF -> HALL),1112983,08/05/2015,2015,May,09:08,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.340965, 149.053431",-35.340965,149.053431,"Weston Creek Centre, Australian Capital Territory, Cooleman Court, 54 Mahony Court, Weston 2611, Australia", Weston 2611,MAHONY COURT / HOUSE NO 2 - HOUSE NO 12,1146809,30/10/2016,2016,October,00:30,Night,Struck pedestrian (On Road),Injury,1,1
"-35.349047, 149.0857",-35.349047,149.0857,"Magnet Mart, Australian Capital Territory, Magnet Court, Phillip 2606, Australia", Phillip 2606,HINDMARSH DRIVE SERVICE ROAD PHILLIP (HINDMARSH -> HINDMARSH),1051009,02/11/2012,2012,November,10:09,Morning,Struck pedestrian (Off Road),Fatal,1,1
"-35.244939, 149.123398",-35.244939,149.123398,"Morshead Home, Australian Capital Territory, Archibald Street, Lyneham 2602, Australia", Lyneham 2602,ARCHIBALD STREET (ASHTON -> MACKENNAL),1111509,16/04/2015,2015,April,13:30,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.193734, 149.150904",-35.193734,149.150904,"Australian Capital Territory, Mapleton Avenue, Harrison 2914, Australia", Harrison 2914,FLEMINGTON/MAPLETON/MANNING CLARK INTERSECTION,1136105,04/06/2016,2016,June,17:40,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.235828, 149.057992",-35.235828,149.057992,"Australian Capital Territory, Luxton Street, Belconnen 2617, Australia", Belconnen 2617,COULTER/LUXTON/SOUTHERN CROSS INTERSECTION,1137433,08/06/2016,2016,June,08:35,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.275857, 149.131061",-35.275857,149.131061,"Bankwest, Australian Capital Territory, Cooyong Street, Braddon 2612, Australia", Braddon 2612,COOYONG/MORT INTERSECTION,1206644,13/01/2018,2018,January,22:42,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.239669, 149.074159",-35.239669,149.074159,"Australian Capital Territory, 2 Emu Bank, Belconnen 2617, Australia", Belconnen 2617,EMU BANK (EASTERN VALLEY -> AIKMAN),1202309,26/02/2019,2019,February,17:00,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.2343, 149.04684",-35.2343,149.04684,"Australian Capital Territory, 2 Halford Crescent, Page 2614, Australia", Page 2614,HALFORD CRESCENT (CHEWINGS -> KEARTLAND),1114863,14/07/2015,2015,July,13:15,Afternoon,Struck pedestrian (Off Road),Injury,1,1
"-35.349037, 149.084251",-35.349037,149.084251,"Australian Capital Territory, Melrose Drive, Phillip 2606, Australia", Phillip 2606,MELROSE DRIVE (BOTANY -> HINDMARSH),1082228,19/03/2014,2014,March,15:05,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.283883, 149.132121",-35.283883,149.132121,"Australian Capital Territory, Amdahl Building, Constitution Avenue, City 2601, Australia", City 2601,CONSTITUTION AVENUE (LONDON -> ALLARA),1031912,05/04/2012,2012,April,08:00,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.279462, 149.127464",-35.279462,149.127464,"Australian Capital Territory, London Circuit, City 2601, Australia", City 2601,LONDON CIRCUIT (WEST -> HOBART),1098543,12/11/2014,2014,November,14:48,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.27558, 149.127891",-35.27558,149.127891,"Australian Capital Territory, Barry Drive, Turner 2612, Australia", Turner 2612,BARRY DRIVE (MARCUS CLARKE -> MOORE),1108347,15/04/2015,2015,April,08:15,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.270606, 149.133122",-35.270606,149.133122,"Australian Capital Territory, And Apartments, Girrawheen Street, Braddon 2612, Australia", Braddon 2612,GIRRAHWEEN/LONSDALE INTERSECTION,1078424,10/01/2014,2014,January,17:50,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.278394, 149.129052",-35.278394,149.129052,"Bistro Nguyen's, Australian Capital Territory, Northbourne Avenue, City 2601, Australia", City 2601,ALINGA/NORTHBOURNE INTERSECTION,1059958,19/04/2013,2013,April,13:15,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.238182, 149.071064",-35.238182,149.071064,"Australian Capital Territory, The Promenade, 68 Emu Bank, Belconnen 2617, Australia", Belconnen 2617,EMU BANK (BENJAMIN -> SOUNDY (N)),1127948,26/01/2016,2016,January,22:10,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.376789, 149.109133",-35.376789,149.109133,"Dookie Street after Longerenong Street, Australian Capital Territory, Dookie Street, Farrer 2607, Australia", Farrer 2607,DOOKIE STREET (CHEEL -> HAWKESBURY),1133356,10/04/2016,2016,April,19:00,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.355442, 149.091526",-35.355442,149.091526,"Athllon Drive 2nd after Hindmarsh Drive, Australian Capital Territory, Athllon Drive, Phillip 2606, Australia", Phillip 2606,ATHLLON DRIVE (MELROSE -> COLBEE),1082001,18/02/2014,2014,February,08:20,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.184183, 149.133664",-35.184183,149.133664,"Australian Capital Territory, Ernest Cavanagh Street, Gungahlin 2912, Australia", Gungahlin 2912,ERNEST CAVANAGH STREET (NOLAN -> GOZZARD),1204446,09/04/2019,2019,April,17:10,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.334435, 149.135552",-35.334435,149.135552,"Australian Capital Territory, La Perouse Street, Griffith 2604, Australia", Griffith 2604,HAMELIN/LA PEROUSE INTERSECTION,1112989,22/05/2015,2015,May,18:14,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.414007, 149.068077",-35.414007,149.068077,"Australian Capital Territory, Flax House, Cowlishaw Street, Greenway 2900, Australia", Greenway 2900,COWLISHAW/PITMAN INTERSECTION,1145541,12/10/2016,2016,October,08:45,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.323553, 149.109556",-35.323553,149.109556,"Australian Capital Territory, Red Hill Drive, Red Hill 2603, Australia", Red Hill 2603,RED HILL DRIVE (GOWRIE -> RED HILL),1087388,07/05/2014,2014,May,07:55,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.27986, 149.130647",-35.27986,149.130647,"Australian Capital Territory, London Circuit, City 2601, Australia", City 2601,LONDON CIRCUIT (PETRIE -> EAST),1130908,12/12/2015,2015,December,02:59,Night,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.250498, 149.138637",-35.250498,149.138637,"Dickson Shops, Woolworths, Australian Capital Territory, Dickson Place, Dickson 2602, Australia", Dickson 2602,DICKSON PLACE (COWPER -> BADHAM),1220324,07/12/2019,2019,December,11:10,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.326899, 149.091732",-35.326899,149.091732,"Australian Capital Territory, Denison Street, Deakin 2600, Australia", Deakin 2600,CARRUTHERS/DENISON INTERSECTION,1063065,04/06/2013,2013,June,09:00,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.279585, 149.129057",-35.279585,149.129057,"Australian Capital Territory, London Circuit, City 2601, Australia", City 2601,LONDON/NORTHBOURNE INTERSECTION,1103819,31/01/2015,2015,January,23:15,Evening,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.311359, 149.133307",-35.311359,149.133307,"Australian Capital Territory, Bourke Street, Barton 2600, Australia", Barton 2600,BOURKE STREET (NATIONAL -> BURBURY),1097031,11/09/2014,2014,September,22:30,Evening,Struck pedestrian (Off Road),Injury,1,1
"-35.275843, 149.131064",-35.275843,149.131064,"Australian Capital Territory, Mort Street, Braddon 2612, Australia", Braddon 2612,COOYONG/MORT INTERSECTION,1090165,02/07/2014,2014,July,19:30,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.415841, 149.067779",-35.415841,149.067779,"Australian Capital Territory, Four Seasons House, Anketell Street, Greenway 2900, Australia", Greenway 2900,ANKETELL STREET (PITMAN -> REED),1082751,27/03/2014,2014,March,13:30,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.225727, 149.047592",-35.225727,149.047592,"Australian Capital Territory, 61 Krefft Street, Florey 2615, Australia", Florey 2615,KREFFT STREET (EDDY -> BOSWELL),1068115,12/08/2013,2013,August,15:31,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.343073, 149.087871",-35.343073,149.087871,"Australian Capital Territory, Callam Street, Phillip 2606, Australia", Phillip 2606,CALLAM STREET (MATILDA -> CALLAM),1133760,26/04/2016,2016,April,15:50,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.27944, 149.127678",-35.27944,149.127678,"Australian Capital Territory, unnamed road, City 2601, Australia", City 2601,LONDON/WEST INTERSECTION,1037851,22/05/2012,2012,May,15:00,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.415269, 149.067344",-35.415269,149.067344,"Anketell Street Chemist, Australian Capital Territory, Anketell Street, Greenway 2900, Australia", Greenway 2900,ANKETELL STREET (PITMAN -> REED),1037926,29/05/2012,2012,May,16:45,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.279585, 149.129057",-35.279585,149.129057,"Australian Capital Territory, London Circuit, City 2601, Australia", City 2601,LONDON/NORTHBOURNE INTERSECTION,1102083,01/01/2015,2015,January,00:30,Night,Struck pedestrian (On Road),Injury,2,2
"-35.172903, 149.122918",-35.172903,149.122918,"Australian Capital Territory, Burdekin Avenue, Amaroo 2914, Australia", Amaroo 2914,BURDEKIN/RODERICK/SHOALHAVEN INTERSECTION,1139654,21/07/2016,2016,July,18:04,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.417108, 149.127478",-35.417108,149.127478,"Australian Capital Territory, Maclean Street, Chisholm 2905, Australia", Chisholm 2905,MACLEAN STREET (BENNY -> DYRING),1036434,03/06/2012,2012,June,11:00,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.340764, 149.131784",-35.340764,149.131784,"Australian Capital Territory, unnamed road, Red Hill 2603, Australia", Red Hill 2603,LA PEROUSE/MONARO INTERSECTION,1062300,12/03/2013,2013,March,09:15,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.458012, 149.091256",-35.458012,149.091256,"McDonald's, Australian Capital Territory, Norman Lindsay Street, Conder 2906, Australia", Conder 2906,NORMAN LINDSAY/THARWA INTERSECTION,1228916,28/06/2020,2020,June,09:45,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.252666, 149.133305",-35.252666,149.133305,"Northbourne Avenue Lyneham Flats, Australian Capital Territory, Northbourne Avenue, Lyneham 2602, Australia", Lyneham 2602,MURDOCH/NORTHBOURNE INTERSECTION,1074533,04/11/2013,2013,November,18:40,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.179057, 149.125856",-35.179057,149.125856,"Australian Capital Territory, Mirrabei Drive, Ngunnawal 2913, Australia", Ngunnawal 2913,MIRRABEI DRIVE (ANTHONY ROLFE / GUNDAROO -> PAUL COE),1037940,12/06/2012,2012,June,15:40,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.366531, 149.093948",-35.366531,149.093948,"Caltex, Australian Capital Territory, Mawson Place, Mawson 2607, Australia", Mawson 2607,MAWSON PLACE (HEARD -> MAWSON),1206129,12/04/2019,2019,April,09:30,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.449299, 149.088308",-35.449299,149.088308,"Australian Capital Territory, Lewis Luxton Avenue, Gordon 2906, Australia", Gordon 2906,LEWIS LUXTON AVENUE (FLEGG -> MACKNEY),1124639,02/12/2015,2015,December,01:20,Night,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.260367, 149.130716",-35.260367,149.130716,"Australian Capital Territory, Macarthur Avenue, Turner 2612, Australia", Turner 2612,DAVID/MACARTHUR/WATTLE INTERSECTION,1107675,19/03/2015,2015,March,22:00,Evening,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.185475, 149.134501",-35.185475,149.134501,"IMB Bank, Australian Capital Territory, Hibberson Street, Gungahlin 2912, Australia", Gungahlin 2912,HIBBERSON STREET (GOZZARD -> GUNGAHLIN),1071403,26/09/2013,2013,September,17:29,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.419917, 149.065536",-35.419917,149.065536,"Australian Capital Territory, Soward Way, Greenway 2900, Australia", Greenway 2900,ATHLLON/SOWARD INTERSECTION,1139659,22/07/2016,2016,July,08:20,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.277558, 149.131173",-35.277558,149.131173,"Australian Capital Territory, Bunda Street, City 2601, Australia", City 2601,BUNDA STREET (MURULLA -> MORT),1063056,31/05/2013,2013,May,00:30,Night,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.279505, 149.12907",-35.279505,149.12907,"Australian Capital Territory, London Circuit, City 2601, Australia", City 2601,LONDON/NORTHBOURNE INTERSECTION,1068872,20/07/2013,2013,July,23:25,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.200811, 149.150529",-35.200811,149.150529,"Harrison School, Australian Capital Territory, Wimmera Street, Harrison 2914, Australia", Harrison 2914,WIMMERA STREET (MAPLETON AV -> NULLARBOR/,1050502,30/11/2012,2012,November,08:35,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.239184, 149.067627",-35.239184,149.067627,"Australian Capital Territory, Benjamin Way, Belconnen 2617, Australia", Belconnen 2617,BENJAMIN/SWANSON INTERSECTION,1079541,04/02/2014,2014,February,15:25,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.242228, 149.089486",-35.242228,149.089486,"College Street Radford College, Australian Capital Territory, College Street, Bruce 2617, Australia", Bruce 2617,COLLEGE STREET (RADFORD COLLEGE ACCESS -> HAYDON),1049958,21/11/2012,2012,November,18:30,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.326448, 149.087217",-35.326448,149.087217,"Australian Capital Territory, Carruthers Street, Hughes 2605, Australia", Hughes 2605,YARRA GLEN (CARREYARRNRM -> YARRNCARRWRM),1130540,06/03/2015,2015,March,19:54,Evening,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.318557, 149.132896",-35.318557,149.132896,"St Christopher’s Cathedral, Australian Capital Territory, Canberra Avenue, Forrest 2603, Australia", Forrest 2603,MANUKA CIRCLE (CANBERRA -> FURNEAUX),1152348,06/02/2017,2017,February,08:30,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.218244, 149.130804",-35.218244,149.130804,"Australian Capital Territory, unnamed road, Mitchell 2911, Australia", Mitchell 2911,GUNGAHLIN/SANDFORD INTERSECTION,1086363,29/04/2014,2014,April,18:30,Evening,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.437173, 149.110394",-35.437173,149.110394,"Casey Crescent after Downard Street, Australian Capital Territory, Casey Crescent, Calwell 2905, Australia", Calwell 2905,CASEY CRESCENT (DOWNARD -> CARPENTER),1083984,05/04/2014,2014,April,14:40,Afternoon,Opposite direction side swipe,Injury,1,1
"-35.290574, 149.152872",-35.290574,149.152872,"Blamey Crescent before Chauvel Street, Australian Capital Territory, Blamey Crescent, Campbell 2612, Australia", Campbell 2612,BLAMEY CRESCENT (BUNGEY -> CHAUVEL),1041927,02/08/2012,2012,August,08:50,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.31585, 149.129397",-35.31585,149.129397,"Italian Cultural Centre, Australian Capital Territory, Franklin Street, Forrest 2603, Australia", Forrest 2603,FRANKLIN STREET (NATIONAL -> DOMINION),1101050,05/12/2014,2014,December,00:10,Night,Struck pedestrian (On Road),Injury,1,1
"-35.356968, 149.036867",-35.356968,149.036867,"Perry Drive after Lipman Street, Australian Capital Territory, Perry Drive, Chapman 2611, Australia", Chapman 2611,PERRY DRIVE (MUSGROVE -> HEATH),1095195,15/09/2014,2014,September,16:20,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.319716, 149.131873",-35.319716,149.131873,"Catholic Education Office Archdiocese of Canberra & Goulburn, Australian Capital Territory, Furneaux Street, Forrest 2603, Australia", Forrest 2603,FURNEAUX/PALMERSTON INTERSECTION,1075343,23/11/2013,2013,November,21:00,Evening,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.281949, 149.132069",-35.281949,149.132069,"Waldorf, Australian Capital Territory, Akuna Street, City 2601, Australia", City 2601,AKUNA/LONDON INTERSECTION,1125659,11/12/2015,2015,December,16:00,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.338006, 149.082905",-35.338006,149.082905,"Australian Capital Territory, Theodore Street, Lyons 2606, Australia", Lyons 2606,MARRAWAH/THEODORE INTERSECTION,1086445,30/04/2014,2014,April,07:40,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.344608, 149.099006",-35.344608,149.099006,"Australian Capital Territory, Yamba Drive, Garran 2605, Australia", Garran 2605,YAMBA DRIVE (KITCHENER -> BATESON),1102904,25/01/2015,2015,January,04:10,Night,Struck pedestrian (On Road),Injury,1,1
"-35.251907, 149.06956",-35.251907,149.06956,"Australian Capital Territory, Southern Cross Club, Catchpole Street, Macquarie 2614, Australia", Macquarie 2614,CATCHPOLE STREET (BOWMAN -> COLLICOTT),1049962,22/11/2012,2012,November,08:56,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.205432, 149.159682",-35.205432,149.159682,"Australian Capital Territory, Albatross Crescent, Harrison 2914, Australia", Harrison 2914,ALBATROSS CRESCENT (THUNDER -> ALANVALE),1207669,01/03/2018,2018,March,07:15,Morning,Struck pedestrian (Off Road),Property Damage Only,1,0
"-35.242388, 149.085286",-35.242388,149.085286,"Australian Capital Territory, College Street, Bruce 2617, Australia", Bruce 2617,COLLEGE/KIRINARI INTERSECTION,1097029,03/09/2014,2014,September,16:30,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.213605, 149.0532",-35.213605,149.0532,"Australian Capital Territory, Verbrugghen Street, Melba 2615, Australia", Melba 2615,BROWNLEE/VERBRUGGHEN INTERSECTION,1128162,28/01/2016,2016,January,06:00,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.279004, 149.129151",-35.279004,149.129151,"Bleachers Sports Bar, Australian Capital Territory, Northbourne Avenue, City 2601, Australia", City 2601,NORTHBOURNE AVENUE (LONDON -> ALINGA),1090329,05/07/2014,2014,July,22:50,Evening,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.357256, 149.089001",-35.357256,149.089001,"Australian Capital Territory, Melrose Drive, Pearce 2607, Australia", Pearce 2607,MELROSE DRIVE (ATHLLON -> HODGSON),1061225,01/05/2013,2013,May,08:30,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.320135, 149.133463",-35.320135,149.133463,"Westpac, Manuka Shops, Australian Capital Territory, Franklin Street, Griffith 2603, Australia", Griffith 2603,FRANKLIN STREET (FURNEAUX -> FLINDERS),1198691,21/12/2018,2018,December,20:00,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.278775, 149.133145",-35.278775,149.133145,"Seoul & Ko, Australian Capital Territory, Bunda Street, City 2601, Australia", City 2601,BUNDA STREET (PETRIE -> GAREMA),1130100,17/11/2015,2015,November,14:40,Afternoon,Collision with parked vehicle,Injury,1,1
"-35.260533, 149.132234",-35.260533,149.132234,"Australian Capital Territory, Macarthur Avenue, Braddon 2612, Australia", Braddon 2612,MACARTHUR/NORTHBOURNE/WAKEFIELD INTERSECTION,1078233,22/09/2013,2013,September,21:05,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.24348, 149.049955",-35.24348,149.049955,"Australian Capital Territory, Belconnen Way, Weetangera 2614, Australia", Weetangera 2614,BELCONNEN WAY (SPRINGVALE -> SHUMACK),1062726,17/04/2013,2013,April,18:00,Evening,Struck pedestrian (Off Road),Injury,1,1
"-35.319302, 149.13352",-35.319302,149.13352,"Australian Capital Territory, Canberra Avenue, Griffith 2603, Australia", Griffith 2603,MANUKA CIRCLE (FURNEAUX -> FLINDERS),1205344,20/04/2019,2019,April,12:45,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.288107, 149.139176",-35.288107,149.139176,"Constitution Avenue before Anzac West, Australian Capital Territory, Constitution Avenue, Reid 2612, Australia", Reid 2612,CONSTITUTION AVENUE (CORANDERRK -> ANZAC),1104572,19/02/2015,2015,February,09:10,Morning,Struck pedestrian (Off Road),Injury,1,1
"-35.362897, 149.087981",-35.362897,149.087981,"Melrose High School, Australian Capital Territory, Marr Street, Pearce 2607, Australia", Pearce 2607,MARR STREET (BEASLEY -> HODGSON),1144828,21/09/2016,2016,September,15:00,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.270744, 149.131887",-35.270744,149.131887,"Mort Street after Girrahween Street, Australian Capital Territory, Mort Street, Braddon 2612, Australia", Braddon 2612,MORT STREET (ELOUERA -> GIRRAHWEEN),1100663,04/12/2014,2014,December,09:50,Morning,Struck pedestrian (Off Road),Property Damage Only,1,0
"-35.275659, 149.128623",-35.275659,149.128623,"Australian Capital Territory, 77 Barry Drive, Turner 2612, Australia", Turner 2612,BARRY DRIVE (MOORE -> COOYONG / NORTHBOURNE),1159268,04/05/2017,2017,May,07:38,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.277787, 149.13075",-35.277787,149.13075,"City Bus Station, Australian Capital Territory, Alinga Street, City 2601, Australia", City 2601,MORT STREET (ALINGA / CITY / EAST -> BUNDA),1136951,06/01/2015,2015,January,14:00,Afternoon,Struck pedestrian (Off Road),Injury,1,1
"-35.2795, 149.130473",-35.2795,149.130473,"City Bus Station, Australian Capital Territory, Alinga Street, City 2601, Australia", City 2601,EAST ROW (ALINGA / CITY / MORT -> LONDON),1166728,22/08/2017,2017,August,12:20,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.396237, 149.068896",-35.396237,149.068896,"Sri Lanka Buddhist Vihara, Australian Capital Territory, Jenke Circuit, Kambah 2902, Australia", Kambah 2902,JENKE CIRCUIT (JENKE 1-21 -> JENKE ACC),1084203,13/04/2014,2014,April,10:30,Morning,Other - Vehicle to Vehicle,Injury,2,2
"-35.20222, 149.031468",-35.20222,149.031468,"Australian Capital Territory, Macqueen Place, Charnwood 2615, Australia", Charnwood 2615,MACQUEEN PLACE (CARTWRIGHT -> MACQUEEN),1111844,24/05/2015,2015,May,21:20,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.273436, 149.121886",-35.273436,149.121886,"Australian Capital Territory, McCaughey Street, Turner 2612, Australia", Turner 2612,BARRY/MCCAUGHEY/NORTH INTERSECTION,1034835,16/05/2012,2012,May,16:22,Afternoon,Right angle collision,Injury,1,1
"-35.249086, 149.071917",-35.249086,149.071917,"Australian Capital Territory, Belconnen Way, Belconnen 2617, Australia", Belconnen 2617,BELCONNEN WAY (BENJAMIN -> BINDUBI / EASTERN VALLEY),1199483,04/01/2019,2019,January,20:00,Evening,Struck pedestrian (On Road),Fatal,1,1
"-35.347111, 149.099814",-35.347111,149.099814,"Canberra Hospital, Australian Capital Territory, Yamba Drive, Garran 2605, Australia", Garran 2605,YAMBA DRIVE (KITCHENER -> BATESON),1095054,16/08/2014,2014,August,05:50,Night,Struck pedestrian (On Road),Injury,1,1
"-35.18481, 149.14937",-35.18481,149.14937,"Australian Capital Territory, Dame Zara Street, Gungahlin 2912, Australia", Gungahlin 2912,DAME ZARA STREET (MCCLUNG -> ROSANNA),1072593,12/10/2013,2013,October,08:20,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.278934, 149.126029",-35.278934,149.126029,"Bottlemart Spar City West, Australian Capital Territory, 113 Marcus Clarke Street, City 2601, Australia", City 2601,MARCUS CLARKE/ALLSOP INTERSECTION,1178633,09/02/2018,2018,February,13:30,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.228336, 149.020879",-35.228336,149.020879,"Australian Capital Territory, Starke Street, Higgins 2615, Australia", Higgins 2615,STARKE STREET (MACNAUGHTON -> FULLAGAR),1130246,30/07/2015,2015,July,08:50,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.27732, 149.08692",-35.27732,149.08692,"Australian Capital Territory, Glenloch Interchange, Canberra 2601, Australia", Canberra 2601,CASWELL DRIVE (GLENLOCH 7 / GLENLOCH 27 / GLENLOCH 28 -> BELCWBANDWCASWSRM),1175260,29/11/2017,2017,November,16:30,Afternoon,Other - Vehicle to Vehicle,Injury,1,1
"-35.349813, 149.09666",-35.349813,149.09666,"Hindmarsh Drive opposite CIT, Australian Capital Territory, Hindmarsh Drive, Phillip 2606, Australia", Phillip 2606,HINDMARSH DRIVE (BUTTSHINDNRM -> AINSWORTH),1031331,20/03/2012,2012,March,14:50,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.348161, 149.080947",-35.348161,149.080947,"Australian Capital Territory, Hindmarsh Drive, Chifley 2606, Australia", Chifley 2606,HINDMARSH DRIVE (MELROSE -> EGGLESTON),1079499,08/08/2013,2013,August,08:30,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.256605, 149.125613",-35.256605,149.125613,"Australian Capital Territory, Scrivener Street, O'Connor 2602, Australia", O'Connor 2602,SCRIVENER STREET (WARATAH -> HOVEA),1147585,03/11/2016,2016,November,15:10,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.205721, 149.199527",-35.205721,149.199527,"Australian Capital Territory, Federal Highway, District of Gungahlin, Australia", Gungalhin 2912,FEDERAL HIGHWAY (FEDERAL SRV RD LAYBY-N (E) -> FEDERAL / ACT/NSW BORDER),1202862,06/10/2018,2018,October,22:10,Evening,Struck pedestrian (On Road),Fatal,1,1
